type,year,code,name,value
revenue,2007,31,"Kulturerbe",788.13248999999996
revenue,2008,31,"Kulturerbe",1037.3506199999999
revenue,2009,31,"Kulturerbe",1708.8312000000001
revenue,2010,31,"Kulturerbe",2110.9047999999998
revenue,2011,31,"Kulturerbe",2142.75585
revenue,2012,31,"Kulturerbe",3492.05735
revenue,2013,31,"Kulturerbe",2843.7772100000002
revenue,1990,32,"Kultur, übrige",266.27814999999998
revenue,1991,32,"Kultur, übrige",2.7696999999999998
revenue,1992,32,"Kultur, übrige",14.03035
revenue,1993,32,"Kultur, übrige",1779.38625
revenue,1994,32,"Kultur, übrige",495.69909999999999
revenue,1995,32,"Kultur, übrige",1022.8416
revenue,1996,32,"Kultur, übrige",45.972700000000003
revenue,1997,32,"Kultur, übrige",138.8184
revenue,1998,32,"Kultur, übrige",15.776450000000001
revenue,1999,32,"Kultur, übrige",14.28665
revenue,2000,32,"Kultur, übrige",7.9033499999999997
revenue,2001,32,"Kultur, übrige",21.390899999999998
revenue,2002,32,"Kultur, übrige",7.0840500000000004
revenue,2003,32,"Kultur, übrige",192.18001000000001
revenue,2004,32,"Kultur, übrige",32.309750000000001
revenue,2005,32,"Kultur, übrige",72.699650000000005
revenue,2006,32,"Kultur, übrige",6.7575000000000003
revenue,2007,32,"Kultur, übrige",198.07605000000001
revenue,2008,32,"Kultur, übrige",197.15397999999999
revenue,2009,32,"Kultur, übrige",199.35703000000001
revenue,2010,32,"Kultur, übrige",261.65715
revenue,2011,32,"Kultur, übrige",352.47449999999998
revenue,2012,32,"Kultur, übrige",460.72035
revenue,2013,32,"Kultur, übrige",548.45281
revenue,1990,34,"Sport und Freizeit",6570.9465499999997
revenue,1991,34,"Sport und Freizeit",7324.8625000000002
revenue,1992,34,"Sport und Freizeit",6161.08025
revenue,1993,34,"Sport und Freizeit",8249.03413
revenue,1994,34,"Sport und Freizeit",1436.9626000000001
revenue,1995,34,"Sport und Freizeit",6409.4211999999998
revenue,1996,34,"Sport und Freizeit",6642.60185
revenue,1997,34,"Sport und Freizeit",6646.7941000000001
revenue,1998,34,"Sport und Freizeit",7735.9017999999996
revenue,1999,34,"Sport und Freizeit",7637.0279499999997
revenue,2000,34,"Sport und Freizeit",8022.7017500000002
revenue,2001,34,"Sport und Freizeit",8305.0167999999994
revenue,2002,34,"Sport und Freizeit",8723.9304499999998
revenue,2003,34,"Sport und Freizeit",7777.2188500000002
revenue,2004,34,"Sport und Freizeit",8830.8093800000006
revenue,2005,34,"Sport und Freizeit",8385.0471500000003
revenue,2006,34,"Sport und Freizeit",10165.3887
revenue,2007,34,"Sport und Freizeit",14110.074850000001
revenue,2008,34,"Sport und Freizeit",13819.6263
revenue,2009,34,"Sport und Freizeit",13891.331
revenue,2010,34,"Sport und Freizeit",14074.98425
revenue,2011,34,"Sport und Freizeit",38555.414400000001
revenue,2012,34,"Sport und Freizeit",19244.350350000001
revenue,2013,34,"Sport und Freizeit",19021.330750000001
revenue,1990,4,"Gesundheit",221346.66291000001
revenue,1991,4,"Gesundheit",258494.89699000001
revenue,1992,4,"Gesundheit",291349.47986000002
revenue,1993,4,"Gesundheit",274703.85200999997
revenue,1994,4,"Gesundheit",234097.62633
revenue,1995,4,"Gesundheit",241233.32101000001
revenue,1996,4,"Gesundheit",227251.30664
revenue,1997,4,"Gesundheit",207356.69432000001
revenue,1998,4,"Gesundheit",218631.17741
revenue,1999,4,"Gesundheit",230020.35320000001
revenue,2000,4,"Gesundheit",232795.00060999999
revenue,2001,4,"Gesundheit",325547.22937999998
revenue,2002,4,"Gesundheit",127664.81168
revenue,2003,4,"Gesundheit",109973.83581999999
revenue,2004,4,"Gesundheit",117020.71565
revenue,2005,4,"Gesundheit",131709.61121999999
revenue,2006,4,"Gesundheit",131429.37173000001
revenue,2007,4,"Gesundheit",135531.35673999999
revenue,2008,4,"Gesundheit",19358.79005
revenue,2009,4,"Gesundheit",22406.019380000002
revenue,2010,4,"Gesundheit",33399.656080000001
revenue,2011,4,"Gesundheit",110173.79541000001
revenue,2012,4,"Gesundheit",44398.060340000004
revenue,2013,4,"Gesundheit",21412.053619999999
revenue,1990,41,"Spitäler, Kranken- und Pflegeheime",212376.67580999999
revenue,1991,41,"Spitäler, Kranken- und Pflegeheime",247510.95254
revenue,1992,41,"Spitäler, Kranken- und Pflegeheime",283390.65730999998
revenue,1993,41,"Spitäler, Kranken- und Pflegeheime",266770.61755999998
revenue,1994,41,"Spitäler, Kranken- und Pflegeheime",230540.31722999999
revenue,1995,41,"Spitäler, Kranken- und Pflegeheime",235766.86326000001
revenue,1996,41,"Spitäler, Kranken- und Pflegeheime",221829.73123999999
revenue,1997,41,"Spitäler, Kranken- und Pflegeheime",202329.54326999999
revenue,1998,41,"Spitäler, Kranken- und Pflegeheime",211082.76181
revenue,1999,41,"Spitäler, Kranken- und Pflegeheime",223147.77455
revenue,2000,41,"Spitäler, Kranken- und Pflegeheime",225408.39431
revenue,2001,41,"Spitäler, Kranken- und Pflegeheime",318394.74273
revenue,2002,41,"Spitäler, Kranken- und Pflegeheime",119459.85219999999
revenue,2003,41,"Spitäler, Kranken- und Pflegeheime",103607.89405
revenue,2004,41,"Spitäler, Kranken- und Pflegeheime",109839.31925
revenue,2005,41,"Spitäler, Kranken- und Pflegeheime",124354.06134
revenue,2006,41,"Spitäler, Kranken- und Pflegeheime",122936.79608
revenue,2007,41,"Spitäler, Kranken- und Pflegeheime",126512.54384
revenue,2008,41,"Spitäler, Kranken- und Pflegeheime",4883.06495
revenue,2009,41,"Spitäler, Kranken- und Pflegeheime",4885.5722500000002
revenue,2010,41,"Spitäler, Kranken- und Pflegeheime",23675.2556
revenue,2011,41,"Spitäler, Kranken- und Pflegeheime",98953.146099999998
revenue,2012,41,"Spitäler, Kranken- und Pflegeheime",34846.260399999999
revenue,2013,41,"Spitäler, Kranken- und Pflegeheime",11741.2621
revenue,1990,43,"Gesundheitsprävention",8645.7495999999992
revenue,1991,43,"Gesundheitsprävention",10838.156800000001
revenue,1992,43,"Gesundheitsprävention",7715.1548000000003
revenue,1993,43,"Gesundheitsprävention",7647.2224500000002
revenue,1994,43,"Gesundheitsprävention",3557.3090999999999
revenue,1995,43,"Gesundheitsprävention",5466.4577499999996
revenue,1996,43,"Gesundheitsprävention",5421.5753999999997
revenue,1997,43,"Gesundheitsprävention",4551.7005499999996
revenue,1998,43,"Gesundheitsprävention",6517.6755999999996
revenue,1999,43,"Gesundheitsprävention",6050.5050000000001
revenue,2000,43,"Gesundheitsprävention",6764.3940499999999
revenue,2001,43,"Gesundheitsprävention",6687.7622499999998
revenue,2002,43,"Gesundheitsprävention",8169.0248300000003
revenue,2003,43,"Gesundheitsprävention",6144.7688200000002
revenue,2004,43,"Gesundheitsprävention",6675.8683000000001
revenue,2005,43,"Gesundheitsprävention",7048.1899800000001
revenue,2006,43,"Gesundheitsprävention",8023.0621499999997
revenue,2007,43,"Gesundheitsprävention",7498.83565
revenue,2008,43,"Gesundheitsprävention",9750.2620999999999
revenue,2009,43,"Gesundheitsprävention",9834.3714999999993
revenue,2010,43,"Gesundheitsprävention",8082.4969000000001
revenue,2011,43,"Gesundheitsprävention",8272.1380300000001
revenue,2012,43,"Gesundheitsprävention",8226.3550899999991
revenue,2013,43,"Gesundheitsprävention",8124.5631199999998
revenue,1990,49,"Gesundheitswesen n.a.g.",324.23750000000001
revenue,1991,49,"Gesundheitswesen n.a.g.",145.78765000000001
revenue,1992,49,"Gesundheitswesen n.a.g.",243.66775000000001
revenue,1993,49,"Gesundheitswesen n.a.g.",286.012
revenue,1997,49,"Gesundheitswesen n.a.g.",475.45049999999998
revenue,1998,49,"Gesundheitswesen n.a.g.",1030.74
revenue,1999,49,"Gesundheitswesen n.a.g.",822.07365000000004
revenue,2000,49,"Gesundheitswesen n.a.g.",622.21225000000004
revenue,2001,49,"Gesundheitswesen n.a.g.",464.7244
revenue,2002,49,"Gesundheitswesen n.a.g.",35.934649999999998
revenue,2003,49,"Gesundheitswesen n.a.g.",221.17294999999999
revenue,2004,49,"Gesundheitswesen n.a.g.",505.52809999999999
revenue,2005,49,"Gesundheitswesen n.a.g.",307.35989999999998
revenue,2006,49,"Gesundheitswesen n.a.g.",469.51350000000002
revenue,2007,49,"Gesundheitswesen n.a.g.",1519.9772499999999
revenue,2008,49,"Gesundheitswesen n.a.g.",4725.4629999999997
revenue,2009,49,"Gesundheitswesen n.a.g.",7686.0756300000003
revenue,2010,49,"Gesundheitswesen n.a.g.",1641.9035799999999
revenue,2011,49,"Gesundheitswesen n.a.g.",2948.5112800000002
revenue,2012,49,"Gesundheitswesen n.a.g.",1325.4448500000001
revenue,2013,49,"Gesundheitswesen n.a.g.",1546.2284
revenue,1990,5,"Soziale Sicherheit",235323.48222000001
revenue,1991,5,"Soziale Sicherheit",294862.54121
revenue,1992,5,"Soziale Sicherheit",310593.76066000003
revenue,1993,5,"Soziale Sicherheit",320724.15841999999
revenue,1994,5,"Soziale Sicherheit",350776.29355
revenue,1995,5,"Soziale Sicherheit",446282.32649000001
revenue,1996,5,"Soziale Sicherheit",739870.30981999997
revenue,1997,5,"Soziale Sicherheit",785172.01165999996
revenue,1998,5,"Soziale Sicherheit",838204.10063
revenue,1999,5,"Soziale Sicherheit",841508.85800999997
revenue,2000,5,"Soziale Sicherheit",1000114.13716
revenue,2001,5,"Soziale Sicherheit",1009181.76038
revenue,2002,5,"Soziale Sicherheit",969145.07507000002
revenue,2003,5,"Soziale Sicherheit",880075.68345000001
revenue,2004,5,"Soziale Sicherheit",893633.92487999995
revenue,2005,5,"Soziale Sicherheit",897929.01037000003
revenue,2006,5,"Soziale Sicherheit",910164.46571000002
revenue,2007,5,"Soziale Sicherheit",922406.55651000002
revenue,2008,5,"Soziale Sicherheit",757147.33941999997
revenue,2009,5,"Soziale Sicherheit",814927.73676999996
revenue,2010,5,"Soziale Sicherheit",852705.88155000005
revenue,2011,5,"Soziale Sicherheit",888910.34979999997
revenue,2012,5,"Soziale Sicherheit",899493.95444
revenue,2013,5,"Soziale Sicherheit",866805.54807999998
revenue,1996,51,"Krankheit und Unfall",288864.88660000003
revenue,1997,51,"Krankheit und Unfall",330434.37599999999
revenue,1998,51,"Krankheit und Unfall",354669.73249999998
revenue,1999,51,"Krankheit und Unfall",353842.16304999997
revenue,2000,51,"Krankheit und Unfall",397689.73670000001
revenue,2001,51,"Krankheit und Unfall",391247.56305
revenue,2002,51,"Krankheit und Unfall",361483.19744999998
revenue,2003,51,"Krankheit und Unfall",365813.47564999998
revenue,2004,51,"Krankheit und Unfall",369007.679
revenue,2005,51,"Krankheit und Unfall",371277.81034999999
revenue,2006,51,"Krankheit und Unfall",372336.576
revenue,2007,51,"Krankheit und Unfall",392653.71899999998
revenue,2008,51,"Krankheit und Unfall",227261.0232
revenue,2009,51,"Krankheit und Unfall",230654.90005
revenue,2010,51,"Krankheit und Unfall",249162.68294999999
revenue,2011,51,"Krankheit und Unfall",265019.59210000001
revenue,2012,51,"Krankheit und Unfall",269361.821
revenue,2013,51,"Krankheit und Unfall",269836.33899999998
revenue,1990,52,"Invalidität",40381.370999999999
revenue,1991,52,"Invalidität",46965.290999999997
revenue,1992,52,"Invalidität",51058.696000000004
revenue,1993,52,"Invalidität",61795.206449999998
revenue,1994,52,"Invalidität",68669.563699999999
revenue,1995,52,"Invalidität",88596.683149999997
revenue,1996,52,"Invalidität",79660.381439999997
revenue,1997,52,"Invalidität",79899.349000000002
revenue,1998,52,"Invalidität",87884.981
revenue,1999,52,"Invalidität",97460.998000000007
revenue,2000,52,"Invalidität",105442.531
revenue,2001,52,"Invalidität",109471.52499999999
revenue,2002,52,"Invalidität",138224.60704999999
revenue,2003,52,"Invalidität",148274.09455000001
revenue,2004,52,"Invalidität",151284.6372
revenue,2005,52,"Invalidität",168330.09215000001
revenue,2006,52,"Invalidität",182277.64415000001
revenue,2007,52,"Invalidität",183987.96085
revenue,2008,52,"Invalidität",192647.74585000001
revenue,2009,52,"Invalidität",188207.76529000001
revenue,2010,52,"Invalidität",213695.12735
revenue,2011,52,"Invalidität",204402.19145000001
revenue,2012,52,"Invalidität",192842.52123000001
revenue,2013,52,"Invalidität",191444.24465000001
revenue,1990,53,"Alter + Hinterlassene",133599.76485000001
revenue,1991,53,"Alter + Hinterlassene",152681.0681
revenue,1992,53,"Alter + Hinterlassene",156932.11989999999
revenue,1993,53,"Alter + Hinterlassene",169371.29250000001
revenue,1994,53,"Alter + Hinterlassene",176672.68705000001
revenue,1995,53,"Alter + Hinterlassene",212977.41514999999
revenue,1996,53,"Alter + Hinterlassene",154326.07230999999
revenue,1997,53,"Alter + Hinterlassene",147337.32034999999
revenue,1998,53,"Alter + Hinterlassene",152519.23095
revenue,1999,53,"Alter + Hinterlassene",155651.90179999999
revenue,2000,53,"Alter + Hinterlassene",169953.5839
revenue,2001,53,"Alter + Hinterlassene",165129.228
revenue,2002,53,"Alter + Hinterlassene",192599.80275
revenue,2003,53,"Alter + Hinterlassene",200014.15815
revenue,2004,53,"Alter + Hinterlassene",201331.75044999999
revenue,2005,53,"Alter + Hinterlassene",215132.70245000001
revenue,2006,53,"Alter + Hinterlassene",213586.9645
revenue,2007,53,"Alter + Hinterlassene",226234.26070000001
revenue,2008,53,"Alter + Hinterlassene",169736.3009
revenue,2009,53,"Alter + Hinterlassene",226105.57795000001
revenue,2010,53,"Alter + Hinterlassene",213273.0349
revenue,2011,53,"Alter + Hinterlassene",231912.29560000001
revenue,2012,53,"Alter + Hinterlassene",229460.37594999999
revenue,2013,53,"Alter + Hinterlassene",221784.50145000001
revenue,1990,54,"Familie und Jugend",15511.015649999999
revenue,1991,54,"Familie und Jugend",17613.807199999999
revenue,1992,54,"Familie und Jugend",19502.186799999999
revenue,1993,54,"Familie und Jugend",20597.900399999999
revenue,1994,54,"Familie und Jugend",20404.351549999999
revenue,1995,54,"Familie und Jugend",22216.9794
revenue,1996,54,"Familie und Jugend",19327.37545
revenue,1997,54,"Familie und Jugend",18931.231039999999
revenue,1998,54,"Familie und Jugend",19344.653699999999
revenue,1999,54,"Familie und Jugend",19119.754199999999
revenue,2000,54,"Familie und Jugend",18915.221150000001
revenue,2001,54,"Familie und Jugend",21009.045849999999
revenue,2002,54,"Familie und Jugend",21878.058499999999
revenue,2003,54,"Familie und Jugend",22346.38535
revenue,2004,54,"Familie und Jugend",25304.318500000001
revenue,2005,54,"Familie und Jugend",23011.991590000001
revenue,2006,54,"Familie und Jugend",25056.297979999999
revenue,2007,54,"Familie und Jugend",24058.720990000002
revenue,2008,54,"Familie und Jugend",23094.14127
revenue,2009,54,"Familie und Jugend",29096.772819999998
revenue,2010,54,"Familie und Jugend",26518.302950000001
revenue,2011,54,"Familie und Jugend",24423.815050000001
revenue,2012,54,"Familie und Jugend",33463.254840000001
revenue,2013,54,"Familie und Jugend",33488.143210000002
revenue,1990,55,"Arbeitslosigkeit",48.4589
revenue,1991,55,"Arbeitslosigkeit",22.090399999999999
revenue,1992,55,"Arbeitslosigkeit",238.52160000000001
revenue,1995,55,"Arbeitslosigkeit",42062.116000000002
revenue,1996,55,"Arbeitslosigkeit",104754.14975
revenue,1997,55,"Arbeitslosigkeit",105925.16915
revenue,1998,55,"Arbeitslosigkeit",105655.55345000001
revenue,1999,55,"Arbeitslosigkeit",60637.539729999997
revenue,2000,55,"Arbeitslosigkeit",114497.4081
revenue,2001,55,"Arbeitslosigkeit",181935.93423000001
revenue,2002,55,"Arbeitslosigkeit",115696.8
revenue,2004,55,"Arbeitslosigkeit",2134.0627599999998
revenue,2005,55,"Arbeitslosigkeit",735.25694999999996
revenue,2006,55,"Arbeitslosigkeit",1935.85005
revenue,2007,55,"Arbeitslosigkeit",629.84900000000005
revenue,2008,55,"Arbeitslosigkeit",41719.486199999999
revenue,2009,55,"Arbeitslosigkeit",44725.896999999997
revenue,2010,55,"Arbeitslosigkeit",51281.453999999998
revenue,2011,55,"Arbeitslosigkeit",49096.353000000003
revenue,2012,55,"Arbeitslosigkeit",45664.936000000002
revenue,2013,55,"Arbeitslosigkeit",45604.436000000002
revenue,1990,56,"Sozialer Wohnungsbau",4145.0147500000003
revenue,1991,56,"Sozialer Wohnungsbau",4039.7761999999998
revenue,1992,56,"Sozialer Wohnungsbau",4820.3740500000004
revenue,1993,56,"Sozialer Wohnungsbau",4331.1472000000003
revenue,1994,56,"Sozialer Wohnungsbau",4618.2098500000002
revenue,1995,56,"Sozialer Wohnungsbau",5084.3806000000004
revenue,1996,56,"Sozialer Wohnungsbau",3079.96765
revenue,1997,56,"Sozialer Wohnungsbau",2422.7559000000001
revenue,1998,56,"Sozialer Wohnungsbau",3259.3921500000001
revenue,1999,56,"Sozialer Wohnungsbau",1974.75235
revenue,2000,56,"Sozialer Wohnungsbau",2289.68145
revenue,2001,56,"Sozialer Wohnungsbau",1319.3972000000001
revenue,1990,57,"Sozialhilfe und Asylwesen",41637.857069999998
revenue,1991,57,"Sozialhilfe und Asylwesen",73540.508310000005
revenue,1992,57,"Sozialhilfe und Asylwesen",78041.862309999997
revenue,1993,57,"Sozialhilfe und Asylwesen",64628.611870000001
revenue,1994,57,"Sozialhilfe und Asylwesen",80411.481400000004
revenue,1995,57,"Sozialhilfe und Asylwesen",75344.752189999999
revenue,1996,57,"Sozialhilfe und Asylwesen",89857.476620000001
revenue,1997,57,"Sozialhilfe und Asylwesen",100221.81022
revenue,1998,57,"Sozialhilfe und Asylwesen",114870.55688
revenue,1999,57,"Sozialhilfe und Asylwesen",152821.74888
revenue,2000,57,"Sozialhilfe und Asylwesen",191325.97485999999
revenue,2001,57,"Sozialhilfe und Asylwesen",139069.06705000001
revenue,2002,57,"Sozialhilfe und Asylwesen",139262.60931999999
revenue,2003,57,"Sozialhilfe und Asylwesen",143627.56975
revenue,2004,57,"Sozialhilfe und Asylwesen",144571.47696999999
revenue,2005,57,"Sozialhilfe und Asylwesen",119441.15687999999
revenue,2006,57,"Sozialhilfe und Asylwesen",114971.13303
revenue,2007,57,"Sozialhilfe und Asylwesen",94842.045970000006
revenue,2008,57,"Sozialhilfe und Asylwesen",102688.64200000001
revenue,2009,57,"Sozialhilfe und Asylwesen",96136.823659999995
revenue,2010,57,"Sozialhilfe und Asylwesen",98775.279399999999
revenue,2011,57,"Sozialhilfe und Asylwesen",114056.1026
revenue,2012,57,"Sozialhilfe und Asylwesen",128701.04541999999
revenue,2013,57,"Sozialhilfe und Asylwesen",104647.88377
revenue,1990,6,"Verkehr und Nachrichtenübermittlung",245038.45585
revenue,1991,6,"Verkehr und Nachrichtenübermittlung",269409.00339999999
revenue,1992,6,"Verkehr und Nachrichtenübermittlung",295277.55650000001
revenue,1993,6,"Verkehr und Nachrichtenübermittlung",305709.27675000002
revenue,1994,6,"Verkehr und Nachrichtenübermittlung",301520.43475000001
revenue,1995,6,"Verkehr und Nachrichtenübermittlung",280829.32575999998
revenue,1996,6,"Verkehr und Nachrichtenübermittlung",341439.43359999999
revenue,1997,6,"Verkehr und Nachrichtenübermittlung",326901.01445000002
revenue,1998,6,"Verkehr und Nachrichtenübermittlung",345868.44725000003
revenue,1999,6,"Verkehr und Nachrichtenübermittlung",399033.49787000002
revenue,2000,6,"Verkehr und Nachrichtenübermittlung",403635.89490999997
revenue,2001,6,"Verkehr und Nachrichtenübermittlung",362427.11820000003
revenue,2002,6,"Verkehr und Nachrichtenübermittlung",347848.95075000002
revenue,2003,6,"Verkehr und Nachrichtenübermittlung",390561.74920000002
revenue,2004,6,"Verkehr und Nachrichtenübermittlung",385789.09499999997
revenue,2005,6,"Verkehr und Nachrichtenübermittlung",437456.50449999998
revenue,2006,6,"Verkehr und Nachrichtenübermittlung",434019.64445000002
revenue,2007,6,"Verkehr und Nachrichtenübermittlung",527997.77893000003
revenue,2008,6,"Verkehr und Nachrichtenübermittlung",531116.56391999999
revenue,2009,6,"Verkehr und Nachrichtenübermittlung",540970.75497000001
revenue,2010,6,"Verkehr und Nachrichtenübermittlung",537562.49320999999
revenue,2011,6,"Verkehr und Nachrichtenübermittlung",543138.58057999995
revenue,2012,6,"Verkehr und Nachrichtenübermittlung",585873.88855999999
revenue,2013,6,"Verkehr und Nachrichtenübermittlung",591347.63133999996
revenue,1990,61,"Strassenverkehr",242373.56044999999
revenue,1991,61,"Strassenverkehr",252127.71239999999
revenue,1992,61,"Strassenverkehr",276498.60389999999
revenue,1993,61,"Strassenverkehr",291373.92849999998
revenue,1994,61,"Strassenverkehr",296737.81975000002
revenue,1995,61,"Strassenverkehr",276209.93176000001
revenue,1996,61,"Strassenverkehr",262450.52779999998
revenue,1997,61,"Strassenverkehr",256480.71784999999
revenue,1998,61,"Strassenverkehr",277956.30109999998
revenue,1999,61,"Strassenverkehr",328535.93991999998
revenue,2000,61,"Strassenverkehr",331230.0785
revenue,2001,61,"Strassenverkehr",283964.87849999999
revenue,2002,61,"Strassenverkehr",268349.90635
revenue,2003,61,"Strassenverkehr",300856.13660000003
revenue,2004,61,"Strassenverkehr",295836.44270000001
revenue,2005,61,"Strassenverkehr",351607.80489999999
revenue,2006,61,"Strassenverkehr",346079.57034999999
revenue,2007,61,"Strassenverkehr",434274.05622999999
revenue,2008,61,"Strassenverkehr",414342.98437000002
revenue,2009,61,"Strassenverkehr",422898.74617
revenue,2010,61,"Strassenverkehr",407571.28456
revenue,2011,61,"Strassenverkehr",412231.59918000002
revenue,2012,61,"Strassenverkehr",461293.92391000001
revenue,2013,61,"Strassenverkehr",461873.19834
revenue,1990,62,"Öffentlicher Verkehr",2664.8953999999999
revenue,1991,62,"Öffentlicher Verkehr",17281.291000000001
revenue,1992,62,"Öffentlicher Verkehr",18778.952600000001
revenue,1993,62,"Öffentlicher Verkehr",14335.348249999999
revenue,1994,62,"Öffentlicher Verkehr",4782.6149999999998
revenue,1995,62,"Öffentlicher Verkehr",4619.3940000000002
revenue,1996,62,"Öffentlicher Verkehr",78988.905799999993
revenue,1997,62,"Öffentlicher Verkehr",70420.296600000001
revenue,1998,62,"Öffentlicher Verkehr",67912.14615
revenue,1999,62,"Öffentlicher Verkehr",70497.557950000002
revenue,2000,62,"Öffentlicher Verkehr",72405.816409999999
revenue,2001,62,"Öffentlicher Verkehr",78462.239700000006
revenue,2002,62,"Öffentlicher Verkehr",79499.044399999999
revenue,2003,62,"Öffentlicher Verkehr",89705.612599999993
revenue,2004,62,"Öffentlicher Verkehr",89952.652300000002
revenue,2005,62,"Öffentlicher Verkehr",85848.699600000007
revenue,2006,62,"Öffentlicher Verkehr",87940.074099999998
revenue,2007,62,"Öffentlicher Verkehr",93723.722699999998
revenue,2008,62,"Öffentlicher Verkehr",116773.57954999999
revenue,2009,62,"Öffentlicher Verkehr",118072.0088
revenue,2010,62,"Öffentlicher Verkehr",129991.20865
revenue,2011,62,"Öffentlicher Verkehr",130906.9814
revenue,2012,62,"Öffentlicher Verkehr",124579.96464999999
revenue,2013,62,"Öffentlicher Verkehr",129474.433
revenue,1990,7,"Umweltschutz und Raumordnung",28652.284149999999
revenue,1991,7,"Umweltschutz und Raumordnung",39876.050450000002
revenue,1992,7,"Umweltschutz und Raumordnung",44018.422250000003
revenue,1993,7,"Umweltschutz und Raumordnung",36464.517650000002
revenue,1994,7,"Umweltschutz und Raumordnung",56802.070749999999
revenue,1995,7,"Umweltschutz und Raumordnung",77653.683099999995
revenue,1996,7,"Umweltschutz und Raumordnung",88883.870550000007
revenue,1997,7,"Umweltschutz und Raumordnung",98832.487800000003
revenue,1998,7,"Umweltschutz und Raumordnung",95610.951199999996
revenue,1999,7,"Umweltschutz und Raumordnung",94860.79
revenue,2000,7,"Umweltschutz und Raumordnung",92054.102650000001
revenue,2001,7,"Umweltschutz und Raumordnung",93708.361050000007
revenue,2002,7,"Umweltschutz und Raumordnung",134109.60175
revenue,2003,7,"Umweltschutz und Raumordnung",136307.8934
revenue,2004,7,"Umweltschutz und Raumordnung",126715.0439
revenue,2005,7,"Umweltschutz und Raumordnung",98089.840049999999
revenue,2006,7,"Umweltschutz und Raumordnung",110267.86440999999
revenue,2007,7,"Umweltschutz und Raumordnung",104738.98125
revenue,2008,7,"Umweltschutz und Raumordnung",53398.69515
revenue,2009,7,"Umweltschutz und Raumordnung",74285.330360000007
revenue,2010,7,"Umweltschutz und Raumordnung",60506.69571
revenue,2011,7,"Umweltschutz und Raumordnung",71362.940919999994
revenue,2012,7,"Umweltschutz und Raumordnung",83417.62242
revenue,2013,7,"Umweltschutz und Raumordnung",79273.193320000006
revenue,1994,71,"Wasserversorgung",6073.2740000000003
revenue,1995,71,"Wasserversorgung",5773.63
revenue,1996,71,"Wasserversorgung",6058.6976000000004
revenue,1997,71,"Wasserversorgung",13120.2515
revenue,1998,71,"Wasserversorgung",15203.75935
revenue,1999,71,"Wasserversorgung",15729.409750000001
revenue,2000,71,"Wasserversorgung",14389.0491
revenue,2001,71,"Wasserversorgung",15292.59885
revenue,2002,71,"Wasserversorgung",45080.695650000001
revenue,2003,71,"Wasserversorgung",48618.11795
revenue,2004,71,"Wasserversorgung",45227.263800000001
revenue,2005,71,"Wasserversorgung",51122.747300000003
revenue,2006,71,"Wasserversorgung",52991.523099999999
revenue,2007,71,"Wasserversorgung",49022.680500000002
revenue,2008,71,"Wasserversorgung",17425.745350000001
revenue,2009,71,"Wasserversorgung",24985.667270000002
revenue,2010,71,"Wasserversorgung",14282.3986
revenue,2011,71,"Wasserversorgung",12610.07296
revenue,2012,71,"Wasserversorgung",13017.621300000001
revenue,2013,71,"Wasserversorgung",11166.050499999999
revenue,1990,72,"Abwasserbeseitigung",22334.864249999999
revenue,1991,72,"Abwasserbeseitigung",34626.574549999998
revenue,1992,72,"Abwasserbeseitigung",37720.781150000003
revenue,1993,72,"Abwasserbeseitigung",28183.839100000001
revenue,1994,72,"Abwasserbeseitigung",26371.64675
revenue,1995,72,"Abwasserbeseitigung",42144.8796
revenue,1996,72,"Abwasserbeseitigung",50811.083500000001
revenue,1997,72,"Abwasserbeseitigung",50371.638700000003
revenue,1998,72,"Abwasserbeseitigung",52119.087549999997
revenue,1999,72,"Abwasserbeseitigung",50380.260199999997
revenue,2000,72,"Abwasserbeseitigung",51398.275199999996
revenue,2001,72,"Abwasserbeseitigung",51635.67525
revenue,2002,72,"Abwasserbeseitigung",42885.811999999998
revenue,2003,72,"Abwasserbeseitigung",36998.991499999996
revenue,2004,72,"Abwasserbeseitigung",37016.722549999999
revenue,2005,72,"Abwasserbeseitigung",18507.7863
revenue,2006,72,"Abwasserbeseitigung",19418.33771
revenue,2007,72,"Abwasserbeseitigung",20547.553199999998
revenue,2008,72,"Abwasserbeseitigung",20750.461050000002
revenue,2009,72,"Abwasserbeseitigung",23561.178390000001
revenue,2010,72,"Abwasserbeseitigung",26301.450209999999
revenue,2011,72,"Abwasserbeseitigung",22109.969160000001
revenue,2012,72,"Abwasserbeseitigung",23145.134170000001
revenue,2013,72,"Abwasserbeseitigung",25650.754110000002
revenue,1995,73,"Abfallwirtschaft",8272.9850000000006
revenue,1996,73,"Abfallwirtschaft",8188.76
revenue,1997,73,"Abfallwirtschaft",15169.645
revenue,1998,73,"Abfallwirtschaft",9582.8989999999994
revenue,1999,73,"Abfallwirtschaft",10329.962799999999
revenue,2000,73,"Abfallwirtschaft",8786.6496499999994
revenue,2001,73,"Abfallwirtschaft",5611.92605
revenue,2002,73,"Abfallwirtschaft",19814.945
revenue,2003,73,"Abfallwirtschaft",24421.7929
revenue,2004,73,"Abfallwirtschaft",18260.9614
revenue,2005,73,"Abfallwirtschaft",18033.556
revenue,2006,73,"Abfallwirtschaft",10121.4787
revenue,2007,73,"Abfallwirtschaft",10078.4357
revenue,2008,73,"Abfallwirtschaft",6743.6172999999999
revenue,2009,73,"Abfallwirtschaft",5302.0138999999999
